118,243,238,547,461,291,9,2016-06-08,1,17
1727,258,186,75,1271,326,55,2016-10-24,3,19
2635,163,330,64,1436,383,321,2013-04-18,1,19
868,191,28,435,1687,220,212,2014-07-04,5,11
2865,154,50,452,514,129,43,2015-04-25,9,11
351,99,3,242,1780,116,284,2015-07-23,4,7
2262,144,299,85,1255,422,326,2015-09-18,1,2
2046,127,144,572,636,273,309,2014-09-20,2,5
2931,122,129,402,1476,430,8,2013-10-10,3,4
1327,174,160,99,1692,355,313,2014-09-17,5,2
1798,123,301,387,238,197,136,2016-11-11,6,13
1630,206,81,89,1565,21,114,2013-09-02,10,6
2488,263,220,388,471,164,71,2015-11-05,5,13
2425,224,68,2,920,259,140,2015-06-27,1,12
2222,54,152,200,1566,176,104,2015-10-06,2,7
967,102,65,431,693,60,200,2014-07-21,2,18
586,287,221,640,1622,168,329,2014-10-03,7,18
451,15,54,285,883,414,35,2014-06-09,4,6
2921,44,320,257,138,279,56,2013-04-14,4,6
1731,200,248,613,303,61,271,2013-08-23,10,8
2212,234,349,402,1462,241,176,2015-01-14,6,3
2365,211,217,611,813,271,150,2014-04-23,4,7
2442,144,83,186,702,325,338,2014-04-19,4,2
2751,70,95,428,1991,359,80,2016-05-03,9,8
1738,83,88,487,1985,80,239,2016-05-06,6,7
204,46,162,4,295,25,198,2014-07-18,3,10
1316,29,61,33,1280,396,298,2016-10-04,1,1
987,170,39,479,1710,271,128,2014-12-09,2,6
2815,213,284,99,1487,415,205,2015-04-12,7,6
2737,131,305,551,1001,240,348,2016-01-10,1,14
273,234,283,491,1551,378,260,2016-01-08,10,19
1061,152,120,73,564,137,64,2015-04-15,4,18
1821,18,248,233,1383,145,52,2013-05-24,5,9
1849,50,296,592,1044,5,285,2013-06-06,9,6
2606,187,185,559,1114,83,157,2013-02-01,7,9
2838,231,21,617,274,84,158,2013-01-08,1,6
2919,74,337,530,945,216,125,2016-11-14,6,14
502,41,104,223,1033,202,134,2014-05-12,4,12
845,150,176,141,1597,263,36,2015-11-15,5,19
2418,22,69,416,668,191,248,2015-04-12,9,4
345,3,280,120,225,184,238,2014-12-12,4,2
348,124,142,218,1150,144,150,2015-12-01,4,8
2192,221,19,457,1821,72,320,2016-09-16,4,10
956,280,11,515,273,150,3,2016-06-01,3,13
157,189,142,249,1826,211,252,2016-01-21,9,10
620,145,129,268,541,312,244,2014-03-11,1,7
1364,141,349,486,1865,83,63,2016-03-01,10,19
110,168,267,147,375,206,243,2016-09-15,10,6
1599,243,5,114,937,158,106,2016-03-12,4,10
2587,280,85,314,1434,426,56,2015-05-12,9,9
2555,32,181,287,177,246,276,2013-08-02,2,19
1404,129,315,15,1750,332,292,2016-09-24,9,3
2241,103,56,520,1520,199,11,2013-11-28,5,14
139,98,23,538,1915,302,310,2014-04-08,7,18
583,30,315,382,732,281,316,2015-05-09,3,5
513,26,297,414,1315,143,149,2014-11-15,5,14
2183,45,228,59,1683,321,323,2013-06-04,4,3
847,213,336,334,809,334,286,2015-12-18,9,19
1485,192,222,183,1585,133,56,2016-02-27,6,17
479,173,56,385,1695,159,11,2014-12-12,2,3
195,19,284,377,155,360,147,2013-09-16,9,3
875,169,304,90,593,307,180,2016-08-14,1,14
1798,267,96,359,880,329,304,2016-04-23,6,9
2770,214,310,5,882,365,122,2013-02-13,10,19
2544,250,291,401,694,327,316,2015-05-13,4,15
1640,231,320,354,185,203,251,2014-07-21,8,3
1318,132,63,40,961,132,5,2014-06-26,9,13
1333,221,196,420,238,294,297,2016-04-26,6,16
2050,242,4,418,1440,274,282,2014-07-08,3,12
2267,9,310,172,1002,124,226,2014-11-02,8,11
617,68,215,21,1155,77,42,2016-02-17,10,4
882,235,242,435,1180,284,71,2013-01-13,5,2
2603,25,172,432,1310,415,172,2013-12-27,7,10
2638,231,165,576,512,113,3,2016-04-06,6,5
168,121,348,87,1081,39,313,2013-11-07,2,19
118,200,300,184,306,330,19,2016-12-21,6,8
1455,44,344,158,1350,19,156,2014-04-21,10,17
684,19,82,590,238,320,103,2014-09-19,6,12
2727,250,82,647,849,250,281,2013-09-08,6,8
82,239,117,320,876,243,194,2014-09-02,7,7
2433,43,222,314,1848,221,213,2014-06-05,7,19
1441,53,173,28,1641,297,120,2014-08-11,2,10
2993,90,303,434,466,397,6,2015-06-19,9,2
2377,119,283,366,1355,94,318,2013-02-10,9,5
66,160,91,23,165,55,283,2015-05-23,3,15
726,215,143,473,1669,224,31,2014-05-19,2,10
825,229,94,637,845,230,147,2013-10-15,2,4
2992,159,48,356,1013,169,284,2016-10-20,1,17
1576,39,72,202,1074,46,219,2016-05-28,5,14
1808,120,81,156,1898,449,38,2014-03-04,9,2
1531,4,95,644,1600,249,207,2014-03-06,6,18
1584,133,150,99,167,347,184,2014-12-04,9,12
387,159,112,545,179,159,251,2016-11-21,8,5
1849,296,142,373,146,17,56,2013-01-18,4,11
688,284,318,68,525,354,86,2014-09-20,3,2
2700,142,280,175,730,101,271,2015-04-09,6,8
425,14,162,354,1292,409,281,2014-11-07,2,3
964,241,326,86,1985,133,218,2013-01-05,10,1
596,227,307,387,377,120,336,2016-10-03,4,19
137,83,341,435,1371,327,292,2013-07-08,10,19
930,8,30,298,232,241,228,2013-04-27,6,16
2509,274,341,435,1458,360,205,2014-07-02,2,16
401,196,322,309,1281,437,154,2014-09-11,8,10
1688,252,97,189,395,398,66,2015-06-18,10,10
915,68,83,260,209,325,26,2016-04-23,10,11
2061,167,253,216,738,126,214,2015-01-25,9,4
780,254,278,511,1318,221,197,2015-06-11,10,1
2901,189,166,606,1839,325,99,2013-03-10,7,8
1287,8,188,180,755,140,310,2014-08-10,4,12
1785,283,348,393,1349,312,23,2015-04-04,2,8
2599,8,47,614,1014,62,179,2015-12-09,1,1
1898,171,186,242,802,17,68,2013-10-26,9,14
296,168,146,8,1787,295,52,2014-10-24,2,18
2643,207,170,649,896,139,145,2013-05-08,7,8
525,145,199,516,1974,406,181,2013-09-01,7,5
132,258,288,194,54,380,325,2014-04-25,5,17
2361,55,166,277,1863,362,123,2015-05-22,4,2
1223,96,81,490,1031,435,277,2015-03-07,5,18
2457,1,68,233,823,294,299,2015-12-10,3,1
2436,25,52,462,74,445,35,2015-02-23,6,15
358,111,31,600,1870,380,66,2016-08-25,8,1
2718,177,81,465,1002,113,184,2013-11-23,3,13
509,197,112,48,342,48,136,2013-09-26,10,11
2781,138,106,211,1200,397,271,2016-10-22,9,17
601,116,94,17,1745,117,268,2016-05-03,5,11
2525,280,67,174,999,136,319,2014-02-24,9,2
2230,282,111,87,1070,412,189,2013-10-05,7,5
2100,158,121,141,1848,172,135,2015-11-17,6,12
1438,160,273,427,1793,245,49,2014-01-10,5,15
2221,148,168,134,1170,191,181,2013-12-14,7,14
2262,234,81,387,1094,252,260,2015-11-02,5,14
730,3,241,606,711,397,80,2015-08-16,8,16
2999,151,343,388,982,54,143,2013-01-19,8,2
1091,208,268,551,1027,123,27,2016-07-14,2,14
2487,228,229,171,187,113,106,2013-10-27,7,19
82,231,339,269,819,297,168,2015-09-25,6,3
1720,80,291,50,1389,138,252,2016-10-13,10,4
1482,204,303,630,1980,11,43,2015-12-20,8,12
2622,247,107,246,364,5,171,2015-07-28,6,11
1785,34,313,423,1526,63,218,2015-07-04,10,14
2627,125,300,648,225,430,80,2014-05-21,3,2
1251,7,80,403,1697,402,269,2013-04-07,7,1
36,147,105,207,1378,8,228,2015-12-03,3,11
808,52,41,391,326,274,188,2013-07-27,3,3
1627,131,141,179,937,400,114,2014-11-07,1,1
2827,279,146,189,538,431,201,2013-06-22,4,16
206,29,343,351,966,394,185,2013-08-28,2,2
1683,266,249,206,1159,216,286,2016-12-25,9,9
332,266,208,316,1713,363,331,2015-05-11,10,15
1260,83,123,16,156,146,32,2013-11-11,1,18
1069,78,277,288,1634,309,197,2015-11-10,2,14
93,244,9,407,240,123,75,2016-11-22,3,9
1969,140,251,555,355,76,6,2016-12-07,9,7
209,286,56,420,1793,256,255,2014-04-11,8,4
709,99,47,545,1492,102,79,2013-08-20,6,14
1856,45,62,397,1450,439,173,2014-12-24,8,14
1276,165,25,46,331,253,339,2016-09-21,2,3
2533,228,234,603,594,326,227,2013-12-07,6,15
1786,93,170,614,1494,257,349,2013-09-24,7,4
2216,283,233,611,1276,55,1,2015-07-23,10,15
24,267,200,34,1195,225,109,2015-08-06,3,2
2508,60,132,36,1795,122,97,2013-12-24,9,14
2373,150,210,241,943,198,286,2015-01-17,6,8
1127,271,164,492,1950,349,333,2014-06-09,6,11
2465,183,303,105,1926,103,166,2014-12-17,2,5
183,247,73,481,1813,344,35,2015-09-11,2,5
2698,298,278,77,1175,210,95,2013-08-16,3,12
82,123,55,237,1057,359,42,2016-04-13,5,17
2689,105,156,24,1517,406,290,2013-01-07,9,1
67,178,123,593,1298,82,181,2016-07-04,7,14
1980,166,311,141,333,329,5,2015-04-18,9,12
786,57,309,227,1110,126,2,2014-05-07,5,17
148,112,42,216,708,377,341,2015-08-28,9,13
1250,296,46,428,1858,86,176,2016-12-26,2,4
2630,294,250,543,154,294,238,2015-01-06,2,3
827,201,302,173,388,411,103,2014-06-13,3,19
636,110,267,243,627,392,226,2015-09-04,10,5
1391,239,85,406,339,223,130,2014-09-08,6,5
395,202,116,407,1122,114,177,2013-09-09,1,12
2047,231,36,496,1706,267,177,2015-12-10,2,2
653,239,276,92,279,240,38,2013-03-20,8,19
470,10,255,159,1571,371,263,2013-07-25,6,7
1718,88,101,352,307,315,36,2015-12-07,1,9
2747,72,140,19,117,193,29,2013-01-22,10,9
849,73,93,133,994,256,178,2014-01-25,3,14
145,53,209,95,947,8,246,2015-09-16,5,8
490,75,246,539,1698,165,117,2013-12-14,3,1
287,240,66,483,1090,321,288,2014-08-23,4,6
2620,256,183,316,405,57,294,2014-02-05,7,10
1738,278,147,434,1838,249,122,2016-04-03,6,14
1874,178,137,550,1198,93,26,2014-08-19,3,18
1065,6,270,112,754,252,231,2013-04-25,9,14
2624,215,223,160,828,286,290,2013-01-27,2,6
1223,112,336,520,916,242,269,2015-05-15,7,15
2753,204,338,147,472,245,187,2016-04-02,8,14
2578,240,114,416,1744,31,292,2013-09-22,7,13
0,284,189,52,111,407,49,2016-12-23,4,1
112,131,177,149,1256,151,147,2015-12-21,2,11
90,264,247,225,507,33,241,2014-03-13,6,13
2934,83,211,416,903,348,13,2014-09-14,4,8
1032,23,87,628,1539,3,319,2015-04-02,2,1
913,130,264,449,1598,3,196,2014-03-05,5,12
448,6,184,398,626,417,209,2016-10-16,6,17
920,45,158,609,1148,442,124,2014-03-26,6,6
290,11,40,517,1202,369,188,2013-11-17,8,16
1646,290,318,276,1986,10,12,2016-02-19,9,6
437,215,125,522,1026,140,20,2016-07-10,5,10
435,176,140,448,779,190,177,2016-02-24,6,10
994,286,234,152,1425,291,181,2014-08-17,9,5
1433,60,275,76,875,240,2,2016-12-04,10,9
614,128,213,348,276,140,278,2014-07-14,6,3
2473,76,50,203,303,379,322,2016-01-12,2,1
763,288,168,52,460,218,45,2015-01-27,6,12
1485,219,196,613,1146,239,264,2013-04-04,8,12
461,95,102,243,140,147,288,2013-09-18,4,19
110,197,147,5,262,256,223,2015-12-19,2,4
438,256,315,586,1219,124,24,2013-07-17,2,15
1925,280,258,599,187,217,111,2013-08-09,4,10
2140,187,88,77,359,359,61,2015-01-17,9,3
1860,76,210,144,678,337,168,2014-12-20,9,1
2304,268,146,625,963,283,271,2013-07-06,10,14
2773,101,7,395,602,385,273,2013-12-04,1,16
1088,67,225,363,1912,124,39,2015-05-28,4,2
127,245,150,535,840,322,102,2016-02-21,4,3
908,116,50,489,877,447,34,2015-06-21,4,2
999,278,16,360,1442,295,306,2014-07-07,3,15
2226,294,195,574,648,433,82,2014-08-23,8,13
98,67,94,322,267,188,280,2014-09-13,3,4
1812,34,277,25,767,290,48,2015-01-22,5,13
2814,64,300,548,1882,25,8,2016-11-28,5,11
2023,260,214,167,1867,70,7,2016-10-20,6,3
888,269,113,98,1294,109,327,2013-10-23,9,19
420,82,232,516,837,381,55,2014-09-10,3,16
653,194,227,388,704,252,122,2013-04-08,8,15
312,62,70,451,1405,185,167,2014-02-24,9,3
667,153,346,213,244,407,210,2015-02-03,9,17
494,71,6,48,705,344,109,2013-03-18,2,7
2303,125,178,559,1089,120,118,2013-01-04,1,6
1514,205,294,611,1825,284,80,2015-02-03,10,11
415,296,172,508,1673,276,34,2015-02-04,8,4
141,239,188,239,377,322,41,2013-03-16,6,17
2584,247,218,39,349,265,46,2015-01-12,2,1
2454,171,190,259,158,225,298,2013-05-16,6,10
1207,55,296,73,641,399,272,2013-07-19,2,13
869,158,161,150,1254,235,141,2015-01-23,1,4
937,12,147,269,1791,148,342,2014-02-11,1,6
1888,95,188,161,534,297,25,2016-03-13,2,5
1965,39,251,573,465,159,282,2015-04-22,10,16
944,35,14,412,1977,434,71,2016-02-06,9,2
2415,41,56,59,469,177,232,2013-08-04,2,5
1251,296,48,429,1538,356,32,2014-06-02,2,12
2286,77,192,241,1955,335,135,2016-02-09,5,9
538,13,106,543,623,421,25,2013-06-08,4,8
2036,200,16,292,1746,314,324,2014-01-22,4,2
1482,289,342,254,1469,390,197,2014-06-21,3,18
2955,25,10,256,138,396,211,2015-10-13,7,5
1085,81,179,56,338,116,141,2015-12-28,3,8
1468,229,293,16,1578,311,200,2013-06-04,8,2
81,282,39,155,1253,149,169,2016-09-02,8,17
1167,70,288,36,1975,52,310,2016-05-16,7,7
2341,213,146,628,177,303,188,2015-03-10,8,4
2616,18,294,454,1513,79,311,2013-12-16,8,12
2017,280,307,369,1136,158,211,2015-03-24,9,7
958,99,27,142,71,390,338,2013-08-22,7,6
828,94,168,402,1543,46,61,2014-06-28,3,14
1685,111,216,104,1904,42,187,2013-03-19,10,6
398,100,182,616,885,43,113,2013-10-21,2,4
1043,103,223,166,523,235,197,2013-10-17,10,19
966,104,84,331,165,322,282,2013-04-28,6,2
2621,142,265,549,508,448,102,2015-09-02,4,5
1683,260,314,94,765,314,153,2014-06-21,8,19
2249,117,318,563,108,229,349,2015-04-21,7,1
1517,82,321,190,1951,135,62,2014-12-19,9,18
1243,238,334,257,1289,44,294,2016-02-06,8,1
1971,27,347,610,934,41,46,2016-05-15,7,4
2498,23,340,162,1325,171,76,2015-11-19,2,3
1413,98,96,337,1278,312,194,2015-05-23,7,17
1458,127,180,501,1326,292,102,2013-05-04,3,9
2288,84,221,306,85,68,106,2015-10-01,6,10
562,54,152,634,1665,360,143,2015-01-05,2,10
40,124,301,481,1502,143,71,2013-06-04,10,6
1014,207,23,499,1566,368,140,2013-01-20,10,17
111,2,122,342,737,442,189,2013-01-11,4,4
2348,31,150,446,1959,159,204,2014-09-23,2,7
1225,38,209,519,331,39,81,2014-06-15,6,10
2393,249,244,202,758,434,231,2013-08-21,3,1
1650,8,219,421,1983,277,312,2014-09-15,6,16
2491,34,202,133,774,36,222,2016-02-10,6,4
596,128,101,111,160,130,53,2016-08-16,3,4
2726,169,234,213,330,321,258,2014-06-14,2,5
908,162,300,274,1265,249,221,2016-04-06,1,12
569,107,85,266,1192,82,318,2015-03-01,5,12
2259,33,206,243,1241,222,297,2016-02-07,9,4
1920,197,229,324,1489,259,274,2016-05-22,9,18
1663,22,168,383,427,420,276,2015-01-16,4,4
1626,263,91,492,1692,54,333,2014-04-26,4,5
162,171,87,240,1088,204,129,2016-01-18,10,2
1106,85,300,54,690,222,112,2014-10-15,7,8
2296,46,30,596,1984,193,94,2014-08-07,7,18
296,282,229,256,592,140,60,2016-11-28,7,2
2379,290,335,131,1716,77,73,2014-03-20,2,8
2232,175,82,590,1581,286,308,2014-10-14,6,18
2537,143,133,356,1146,436,49,2014-03-08,5,9
952,26,231,19,158,181,322,2016-07-19,3,6
2330,61,297,70,1626,37,306,2015-02-24,6,5
44,102,257,270,1516,138,4,2013-09-24,6,18
988,291,240,32,434,241,343,2013-02-07,9,7
1363,0,55,30,581,360,21,2014-07-17,7,12
2833,218,253,411,1860,385,268,2013-07-13,6,4
145,70,13,86,710,168,276,2016-05-02,10,11
254,126,63,496,143,114,301,2016-07-26,10,2
148,30,204,512,136,10,130,2016-02-05,1,13
932,101,52,591,1506,254,204,2014-11-14,8,9
818,149,12,46,918,288,216,2015-10-01,10,13
544,65,303,170,69,289,304,2014-09-09,9,9
296,258,86,320,482,25,310,2014-04-15,2,10
1109,89,33,121,1037,427,193,2015-03-11,6,7
706,219,193,202,1312,121,337,2016-11-21,9,3
879,121,198,301,1287,275,155,2015-08-11,8,13
2288,225,295,110,970,190,110,2013-03-01,7,1
2879,0,93,453,909,58,297,2014-08-05,8,10
941,2,343,644,607,271,123,2016-11-21,9,14
764,135,272,483,1270,202,8,2013-07-02,2,17
2784,264,235,571,1992,412,281,2014-06-10,10,8
1774,274,167,238,1006,148,168,2014-02-01,1,7
125,205,307,618,1200,228,241,2016-12-28,10,17
19,80,143,407,1092,76,50,2016-04-22,3,19
442,179,307,439,480,215,247,2015-04-18,6,5
1397,261,135,95,1607,56,323,2014-01-13,3,15
1085,20,331,316,1536,84,163,2016-06-24,10,9
2296,34,223,322,1348,23,305,2015-10-26,2,8
2443,245,196,579,623,50,161,2016-01-04,2,14
1942,210,338,163,838,79,47,2013-06-28,5,13
1000,197,311,108,1367,402,303,2014-08-22,10,4
596,84,226,29,1563,403,276,2016-01-28,9,17
540,45,264,272,1615,60,3,2015-02-02,2,2
252,221,90,213,1535,416,255,2013-05-05,9,5
2081,180,57,536,420,412,179,2015-12-20,9,3
1331,61,300,293,391,49,262,2014-03-04,8,14
1816,210,192,269,913,280,82,2015-08-19,3,17
2571,100,77,56,1235,311,192,2015-01-04,4,8
1932,279,332,400,1666,258,45,2016-02-24,6,9
1072,217,58,281,872,107,73,2013-04-24,8,19
1971,287,193,418,1902,388,218,2015-05-26,8,9
1293,216,28,44,1791,171,222,2013-05-06,3,16
1227,5,91,191,1433,131,29,2013-09-15,5,17
1374,249,102,227,1265,387,225,2016-10-20,9,8
377,246,270,456,412,145,81,2014-09-07,5,14
1094,113,338,448,1355,89,191,2014-04-28,10,10
2145,246,150,98,847,141,248,2013-08-22,7,17
992,90,274,208,729,138,195,2013-01-15,8,8
826,152,75,127,1284,420,162,2016-09-24,9,14
2376,245,303,385,1965,126,315,2013-01-11,10,11
1977,0,124,583,231,356,102,2014-01-25,5,13
1705,294,80,330,1814,48,39,2015-11-12,5,6
2828,30,174,242,1414,437,135,2015-02-13,4,4
1326,148,44,563,420,305,327,2013-07-20,5,12
558,14,30,379,1603,99,168,2013-04-27,1,19
1908,152,310,529,1343,232,314,2014-11-05,1,2
2352,141,244,575,1272,433,57,2014-10-08,7,9
2204,177,239,300,528,360,162,2013-09-09,8,3
1716,256,28,429,1080,396,298,2015-03-11,9,1
2220,291,273,646,328,389,209,2013-05-02,3,3
2962,82,346,159,791,261,50,2013-04-17,5,6
93,274,19,649,1997,348,306,2016-06-25,9,7
1557,180,191,211,1588,89,120,2016-11-28,4,16
452,146,21,230,1036,336,296,2014-04-25,3,5
2724,29,251,78,1517,448,29,2014-11-21,10,4
1491,211,64,303,1060,392,10,2013-05-12,4,15
524,142,154,367,1290,162,77,2014-09-24,4,5
2287,0,86,293,588,118,349,2013-02-02,7,4
2570,237,185,440,547,392,197,2016-11-02,3,13
1297,154,328,524,733,111,68,2015-01-27,1,18
1148,56,24,601,868,305,138,2013-12-16,9,17
335,285,200,129,104,251,277,2016-02-04,2,3
1047,81,255,24,1288,438,33,2014-09-28,3,1
1331,143,158,474,169,202,265,2013-08-07,2,18
1872,45,113,626,551,213,272,2013-05-25,10,19
1657,18,215,217,209,122,35,2014-12-09,2,13
606,152,136,144,1540,81,188,2016-02-16,3,3
1387,221,2,420,666,397,213,2014-07-13,10,1
804,69,233,618,1888,74,271,2014-09-16,3,14
1047,144,309,496,856,70,282,2016-02-01,4,3
2121,272,246,128,1888,39,40,2016-08-25,9,11
2525,75,89,621,1944,435,247,2013-04-26,5,1
2466,135,259,640,543,156,111,2014-08-02,8,9
2323,237,288,16,347,441,87,2014-08-02,1,17
1949,26,123,141,1198,85,242,2013-07-25,9,4
1355,271,159,253,1998,345,177,2013-01-24,9,18
2157,196,168,64,904,268,49,2014-08-11,4,15
618,0,229,411,582,108,218,2013-12-28,8,8
1906,31,39,459,1530,390,123,2014-04-11,7,6
257,165,243,159,750,71,133,2013-07-27,8,3
2400,261,163,355,1464,0,123,2015-06-22,3,10
894,212,42,84,1036,311,237,2016-02-10,3,16
2638,44,116,620,1653,5,89,2015-12-06,10,7
273,131,272,86,291,208,292,2016-03-08,6,11
535,97,275,57,1634,194,338,2014-07-14,5,17
929,93,297,511,1678,359,228,2013-04-23,3,9
2058,298,281,29,1988,373,336,2014-01-02,1,14
487,141,61,291,1148,189,97,2013-06-03,9,5
1467,125,50,604,1186,317,41,2014-10-10,9,6
2215,104,244,500,805,119,338,2016-09-01,2,3
1178,73,39,597,1988,376,339,2014-02-02,1,17
1989,98,233,199,921,89,75,2015-05-24,3,12
193,42,122,116,422,175,126,2016-04-08,5,13
100,162,133,240,1139,217,338,2015-09-08,6,3
1392,32,308,191,798,8,248,2014-02-28,7,16
1718,268,236,647,723,447,161,2013-08-05,9,18
2619,243,148,510,1944,360,239,2013-10-05,5,2
217,268,285,454,582,66,242,2014-11-18,4,9
2233,62,40,628,524,331,221,2014-05-19,6,12
2662,63,135,217,1487,305,52,2015-07-28,1,9
2316,194,247,268,309,114,12,2013-11-07,2,15
2634,115,212,180,1069,276,149,2015-01-11,7,2
1422,6,26,53,1389,160,342,2016-05-06,5,8
535,202,213,464,1412,390,195,2014-03-26,5,17
2040,10,338,357,549,151,183,2015-04-24,2,12
1675,125,57,278,1315,236,347,2014-02-14,6,10
1394,106,266,591,1901,387,189,2015-12-21,6,2
2301,87,177,25,840,41,247,2014-04-25,3,13
2017,55,223,401,1628,398,189,2013-06-08,1,12
509,222,328,409,1303,359,194,2014-06-25,4,6
586,7,176,149,623,14,34,2015-04-23,7,12
1531,270,160,118,508,109,339,2014-01-05,5,9
1,143,19,284,894,278,329,2016-09-22,8,2
372,231,6,138,1305,195,198,2016-03-12,7,3
2951,122,254,490,1431,110,215,2014-01-17,5,18
154,193,59,107,186,129,183,2013-05-07,10,11
566,82,281,640,513,381,289,2013-07-01,9,6
1083,152,348,307,1703,224,194,2014-09-06,6,12
253,176,53,603,1634,132,238,2015-11-24,5,4
680,260,228,627,1982,360,309,2015-11-28,4,17
1312,170,165,21,1829,6,27,2015-05-24,8,3
637,69,334,82,826,258,77,2013-06-09,2,9
2350,38,22,187,1509,161,173,2013-06-15,4,12
2549,206,204,179,795,266,40,2013-06-13,5,17
1699,142,348,51,1284,62,1,2015-12-10,8,6
2189,144,201,164,623,129,64,2016-10-09,6,14
1486,296,6,211,989,128,101,2016-04-20,5,7
2430,266,105,515,503,232,14,2015-01-11,5,7
2867,202,181,570,720,438,198,2014-03-22,3,6
1878,28,305,642,597,423,307,2015-11-20,7,10
504,229,248,548,1437,7,191,2014-08-22,6,16
1894,282,183,60,100,285,195,2016-07-28,8,4
82,292,308,44,1731,209,163,2013-11-02,2,18
2043,164,279,644,1148,344,342,2016-12-19,10,17
2975,40,34,382,1912,181,72,2014-10-13,3,15
79,273,119,248,1317,381,337,2016-11-15,4,8
795,199,343,77,1590,290,237,2016-05-03,3,12
1583,91,345,128,1786,3,206,2015-09-14,3,4
2181,60,124,501,1747,373,302,2015-11-03,3,14
1604,76,290,211,1793,397,251,2016-12-08,3,1
1,163,134,547,1215,438,157,2013-05-22,2,1
637,212,35,185,958,208,90,2015-05-23,5,2
2406,223,93,390,1861,337,77,2013-04-11,1,12
465,72,314,399,1130,44,261,2016-01-04,8,2
2920,38,233,560,327,276,214,2013-01-24,10,10
2479,207,245,625,917,411,291,2014-06-15,7,19
1917,270,65,93,300,422,54,2014-03-17,1,11
2945,40,274,16,1062,49,81,2016-05-08,5,18
1513,108,194,468,1897,146,279,2013-05-18,9,9
2970,89,299,581,511,55,4,2015-11-26,2,5
1092,214,273,174,247,387,334,2013-03-07,5,2
2741,81,273,612,994,309,86,2013-06-05,9,14
2921,179,1,377,277,161,339,2014-12-04,9,4
2144,259,216,2,813,206,347,2014-12-26,5,17
872,152,139,566,1618,329,296,2013-12-09,3,1
2955,196,300,34,922,48,28,2015-01-20,7,19
2298,26,70,101,513,364,108,2015-05-05,8,5
2659,227,266,369,1856,190,238,2014-07-07,2,9
2577,61,317,295,85,359,267,2014-07-01,3,1
1371,152,44,144,838,25,1,2014-08-03,6,10
2480,193,148,230,169,109,143,2013-06-12,9,16
2696,28,139,177,1606,333,3,2013-04-16,9,3
2669,45,198,115,1317,221,37,2014-01-22,3,19
2987,293,338,281,551,191,86,2015-01-09,1,10
196,198,222,134,879,21,331,2013-03-23,10,4
865,121,69,139,1258,29,283,2014-01-11,9,10
1797,163,140,251,1679,29,176,2016-08-12,7,14
1595,170,219,422,1039,345,115,2015-09-25,6,11
667,5,214,639,1488,315,265,2015-07-03,9,19
1336,61,50,571,1924,233,170,2013-09-24,6,18
2325,274,183,197,1292,256,206,2016-07-09,5,13
2472,118,294,497,1523,286,93,2015-05-03,2,1
1279,124,15,577,1387,130,334,2014-08-05,7,4
290,36,260,477,1277,307,27,2013-05-22,9,6
2848,101,142,588,713,18,263,2016-01-01,6,12
733,119,19,148,1616,100,348,2015-05-16,5,10
2251,286,91,72,1102,190,44,2016-10-06,5,19
272,271,317,444,1604,97,248,2016-05-19,7,13
552,275,253,288,1149,255,279,2015-10-02,3,2
84,85,11,528,1535,356,126,2015-09-21,5,1
2778,147,303,649,1277,135,303,2014-08-19,5,11
2414,199,14,121,215,55,167,2013-06-19,1,13
2825,202,158,634,333,3,325,2016-08-07,9,15
880,82,257,580,698,425,268,2016-02-24,8,12
2928,57,110,66,1769,361,275,2013-09-24,5,13
2792,2,235,616,550,167,297,2013-10-04,1,18
990,271,306,376,155,359,24,2015-10-28,2,11
877,110,184,480,300,274,217,2015-08-08,4,16
1855,132,192,456,214,292,14,2013-03-12,7,11
335,107,104,405,1102,154,46,2016-05-26,2,6
2449,15,195,497,211,384,22,2014-11-07,4,12
1750,272,197,518,1912,215,262,2013-11-20,5,13
1322,122,252,331,1631,303,30,2016-10-02,3,8
1495,197,129,331,1822,82,147,2015-02-28,6,12
743,62,157,304,1524,371,43,2016-06-16,1,5
2916,74,264,297,308,413,174,2015-08-19,5,14
1828,254,105,234,1809,30,161,2015-12-25,8,9
1155,283,144,165,800,353,57,2013-06-28,9,12
2368,231,263,408,1248,285,280,2016-11-13,8,4
2293,4,222,554,763,301,18,2014-11-12,3,13
1984,232,283,57,1202,175,263,2015-10-08,4,2
2526,100,130,622,1893,394,12,2016-03-03,6,7
538,169,142,538,710,414,187,2014-08-21,10,5
2809,25,250,565,977,178,150,2015-07-07,3,19
2714,142,23,301,1152,323,327,2016-01-26,10,9
1059,288,299,565,476,411,164,2016-09-01,8,12
2694,27,24,34,491,9,220,2016-12-28,4,17
2774,223,35,351,198,297,81,2016-03-02,1,16
395,123,230,466,661,416,161,2016-09-01,10,5
1573,53,303,447,1198,277,230,2015-01-04,9,16
568,292,36,101,1818,355,205,2013-06-08,7,10
1012,274,32,26,603,170,147,2015-06-07,1,17
1224,103,108,227,1177,376,277,2016-04-06,10,13
1007,246,186,426,599,427,66,2013-10-09,10,11
699,63,61,625,498,340,147,2016-06-08,8,10
1304,76,194,215,94,196,257,2013-03-23,3,7
731,77,212,196,229,267,139,2013-06-14,5,19
1404,262,254,555,1385,180,12,2016-02-15,5,19
953,115,310,95,1960,95,28,2013-09-12,2,6
2525,197,50,551,260,62,49,2015-01-20,2,9
0,130,215,160,961,328,26,2015-06-25,3,16
39,80,145,472,1661,143,271,2016-05-22,3,12
