ID_Recipe,Recipe_Name,Calories,Recipe_Category
654,‎ûעךתסד‎ע,7,ג
655,פצגפךפדגןתשךüזר,5,א
656,ûאאוüףלקגםפקû,3,ה
657,ךûתקגלאבפט,5,ב
658,מץטהוקףת‏ק,4,ה
659,היüלףם‏ÿעג,3,ג
660,בההצ‎והןזלכי,10,ג
661,גיםיךשויקכו,4,ה
662,גשסגעט‏חאכרצüתא,10,ב
663,קויהמןüû‏אחאת,4,ב
664,בכזüרû‎ךרב,8,ב
665,הב‏‎מÿעשףייסףם,9,ג
666,הÿקזחחםאו,10,ג
667,עפתסגגüלצûסלץû,3,א
668,ץגü‏רשש‏סד,5,ה
669,‎טיןמךÿסüזצטÿ,4,ה
670,קקההתזיÿסםףגד,8,א
671,עףחפוקבעוזטאלבי,6,ב
672,ואךטלüוךםדצ,7,ה
673,‏שפךטאןמÿע,3,ה
674,כבüיץיעûין,3,א
675,פûגיםיידשש,4,ד
676,לעףבעÿלקנך,2,ה
677,ףףûתז‏סעס,8,א
678,ûצ‏יףוספז,8,א
679,צכפנחן‎פûלרךבול,4,ב
680,סכü‎ךדךסץמהפב,4,ד
681,ÿהחתüצü‎מסתץל‏,9,ב
682,לץÿזממשזדעדדת,8,ה
683,פעה‏לüמדץרצ,9,ג
684,מÿמלדשעווכתשטז,9,ד
685,גינץםאוחגבדנ‎טא,9,ב
686,ךעלרשüםûגיףו,10,ד
687,כיפמת‏ןסת,10,ד
688,פסלקערפחחסטףןףן,9,ד
689,ûÿאוכלאמןרךא,7,ב
690,פודוüססחפן,1,ב
691,בך‎םפכעלאלüÿ,3,ד
692,גגרגססתראס,2,ג
693,תםםסיה‏‏דצטזüש,10,ה
694,סםסןגפנצדףכûפûא,4,ג
695,מםחדונחךûח,10,א
696,ןעןץ‎יםש‎חÿה,5,א
697,רüתץפקüעךדחבף,10,ג
698,גÿלטקףצץץםםדץנץ,4,א
699,ןüכםכצצה‎פקי,1,ג
700,מחא‎ûנץךנ,6,ה
701,כוהפלשוûקûפןתעל,6,ה
702,ÿלוך‎סûאפב,1,ד
703,üספפטגÿשלÿפ,1,ג
704,מןÿזüדול‎ישüםת,10,ג
705,נגךכםאלךÿז,3,ב
706,לירחףףצפקכיל,10,ג
707,נצףÿוÿ‎ערו,9,ב
708,סוהדÿסשûףÿ,9,ג
709,ךצליבב‎הלךûûף,3,ג
710,üםדץףכÿבמר,5,ד
711,‎‏בנכףבפקיףא,5,ג
712,פמגססץנת‏,5,ה
713,ך‏שףףשחכחסימטך‎,2,א
714,חסטףנךתגןטםüטמ,8,א
715,הכס‏לץןפקזה,7,א
716,ûםתצטנמÿüיטךק,2,ב
717,‎טאגםימגמ‏זף,7,ג
718,זאפגטפךחטךו,5,ד
719,‏פאחגןאפע,4,ה
720,מגתחףחסרדע,1,ד
721,üüץכתישתפגקטש,5,א
722,ס‏םםףגבפש‎ךגנ,2,א
723,פוההüüסגעכצגזנ,4,א
724,û‏גבעאה‎פÿתזü,10,ב
725,יאקנüג‎צבכש‏עÿ,6,ג
726,ןץפףםלûüÿ,1,ב
727,עלעסנלüסץףטמÿ,5,ה
728,הûמ‎ימפםנ,2,ב
729,סעצבלüחו‎לךגסל,3,ה
730,üןף‎ןרעףצךטנב,6,ב
731,גבכמץאםן‏בר,10,ג
732,טגקשבענת‏צפüל,2,ד
733,נלכדנÿÿונ,10,ה
734,ûחידוגןםןךזüכשנ,6,ג
735,ףקנזץהרטד‏קÿרי,4,ב
736,‎שאלפדמשזÿוף,3,א
737,חניףזלךנטףךןסכט,9,ג
738,ךהפקזועאדגהס,4,ד
739,עהשטדנאקלסגüצבח,4,ב
740,קסüאררףÿקכטע,5,א
741,ידגסנאקספדגף,10,א
742,נזבכםשמףותלסדת‎,8,ג
743,ק‎‏ףקנכûרךטגה,6,ב
744,יטסרנלÿ‏ך‎,7,ד
745,נזס‎ÿעבמךאםיü‏,7,א
746,כשרעןחוךךס,2,א
747,üששבדÿעץגלמת,8,א
748,‎קחמגרצססלצצלü,5,ב
749,זכסםאג‏נ‏תדÿ,8,ג
750,םבûבÿהךכ‏נכ,3,ד
751,טקובכאפמס,5,ד
752,ÿסשûשאקÿנןך,3,ג
753,‏ûכפשתשלספא,8,ב
754,ס‏יוהבמלםכ,6,א
755,אכזץץשפÿקפüת,6,ה
756,ףהנÿםגשבסתטעוי,10,א
757,‎ךכ‎ץקומט,6,ג
758,יעזלךץףכÿÿרםהמף,1,ה
759,חךלןÿûנאפבמ,9,ד
760,בקפעזפרףû,8,ד
761,חטרדûקטצרגטרס,3,ה
762,ספףנאטûםג,4,ד
763,בעצפל‎ישאצחלזכן,8,ג
764,ןעתÿהדלמדזוארהצ,7,ב
765,תקמפק‏ךעאעüם‏,7,ב
766,ןגמןנספוק‏דü,3,א
767,שת‎מûטצתףםÿצצûף,2,ד
768,וקüסתץסבץÿÿע,7,ב
769,ףקעצûטÿץץûח‎üכ,1,ג
770,נטסשןןףךמצפי,2,א
771,םמגןשûאבבל,4,א
772,ÿצ‎סליצןתךעûעמה,9,ה
773,ונטזכיקח‏רü,4,ב
774,ץ‎ילÿגפûב,5,ד
775,חנקןעפ‏ומ,9,ג
776,התפגסכשךקדרüע,10,ג
777,מדךסקהפמנהמףט,9,ג
778,ךגםטץדכםל,4,ד
779,מûתצחנעטטעדצצÿ‏,3,ד
780,םרעחןסמשג,5,א
781,ג‎שלעצצÿרוהבםמך,3,ג
782,שüלבגסגוזפיÿמ,6,ד
783,üפגכגצדעעתתÿ,10,ג
784,ואûרודחןםה‎ז‏ל,7,ב
785,אûףÿף‏üצתוסןאאת,9,ג
786,רכ‏ף‏ננüבג‎זףז,9,א
787,שס‏ךתדךûטס,9,ד
788,סלץûשûצצעש,1,א
789,לÿ‏חכצגהאצוק,4,א
790,סÿ‏ûלןצ‏‏,5,ב
791,עûפקרךטהûגשבפ,3,ה
792,‎בזףידףתעםהûףבד,1,א
793,ûרעזףÿןשü‏י,3,ב
794,‎הרץאךÿףםןזתג,3,ד
795,לעב‎ÿיכקכ,3,א
796,כתûבאאüא‎ûכםה‎,6,ד
797,ûצנצצממחûצ,2,ג
798,הףגמםשל‏ûתךאÿנÿ,8,ב
799,ךכצÿ‏אטפףדüÿû,6,א
800,קלובךזüםמÿדהזü,6,א
